time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452500000	4.41713	18.7061	4.83646	3.83882	0.508205	lidar	1.01349	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.25374	18.5616	4.69462	3.86063	0.492647	radar	1.08946	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.14611	18.4092	4.56233	3.90946	0.530675	lidar	1.19168	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.94978	18.2361	4.8907	3.94086	0.562318	radar	6.90226	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.65179	18.094	5.08762	3.90371	0.465184	lidar	3.11085	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.4983	17.9464	4.8549	3.91722	0.433741	radar	3.61061	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.24908	17.7806	4.99131	3.90456	0.382568	lidar	1.1459	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.05706	17.5965	5.15251	3.93118	0.409202	radar	2.07317	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.88622	17.478	5.06387	3.9347	0.3898	lidar	6.21419	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.73699	17.261	5.20155	3.98749	0.454846	radar	2.42492	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.56082	17.0691	5.20771	4.00656	0.449782	lidar	0.0183085	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.4023	16.9068	4.93535	4.00845	0.398158	radar	2.34958	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.24396	16.7368	4.91312	4.02279	0.391586	lidar	0.499958	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.06649	16.5402	4.87126	4.0285	0.360662	radar	4.5422	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.91229	16.3111	4.92492	4.05664	0.372381	lidar	2.26814	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.76279	16.135	4.82194	4.06449	0.349441	radar	0.527592	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.54668	15.9706	4.9008	4.04134	0.291946	lidar	1.48535	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.41315	15.7362	5.11046	4.08816	0.35836	radar	2.32364	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.23525	15.514	5.17901	4.09575	0.342207	lidar	0.566504	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.07167	15.3225	5.1182	4.09654	0.313045	radar	0.928653	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.845807	15.1	5.26233	4.07823	0.262426	lidar	1.54381	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.702026	14.9222	5.08369	4.07929	0.232337	radar	2.35027	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.627263	14.7126	4.96924	4.12653	0.283581	lidar	0.907042	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.507722	14.4686	5.14619	4.16628	0.334766	radar	2.0204	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.327029	14.2422	5.23013	4.16138	0.302783	lidar	0.479904	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.183615	13.9866	5.46851	4.19111	0.342122	radar	1.86659	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.215612	13.7368	5.24027	4.29006	0.461315	lidar	4.58127	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.104886	13.4938	5.31678	4.31323	0.465999	radar	0.412146	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0741737	13.255	5.40519	4.29649	0.406826	lidar	1.05515	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.192588	13.0409	5.19493	4.29683	0.363632	radar	1.53155	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.158466	12.8238	4.99748	4.38036	0.462262	lidar	3.70836	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.268879	12.5999	4.86245	4.3808	0.419701	radar	2.85728	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.396876	12.3685	4.91709	4.37525	0.380086	lidar	0.463955	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.515678	12.161	4.86615	4.36747	0.33795	radar	3.36219	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.590324	11.9493	4.83164	4.38503	0.339995	lidar	0.427116	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.71763	11.7191	4.87417	4.37352	0.296723	radar	2.71921	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.941366	11.4715	5.04509	4.31149	0.182549	lidar	4.13948	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.03899	11.2475	4.90673	4.31103	0.155522	radar	1.87503	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.23172	11.0213	5.01956	4.2661	0.0795375	lidar	1.87295	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.31251	10.7708	5.20933	4.30229	0.147185	radar	1.90441	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.44889	10.5118	5.28728	4.2948	0.125043	lidar	0.633105	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.55089	10.2433	5.4255	4.31437	0.154747	radar	1.12107	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.63376	10.0354	5.32472	4.32799	0.165392	lidar	2.21265	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.72062	9.80752	5.21882	4.3361	0.159278	radar	0.659732	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.77952	9.59332	5.12233	4.3592	0.182516	lidar	0.958379	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.90831	9.33352	5.30579	4.35567	0.173975	radar	2.23579	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.99065	9.03422	5.38313	4.37489	0.186403	lidar	3.83834	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.06947	8.81639	5.19838	4.37703	0.163959	radar	2.04786	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.16377	8.565	5.22148	4.38103	0.157499	lidar	0.0451269	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.30724	8.30295	5.32393	4.35988	0.114144	radar	2.3606	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.33059	8.08015	5.18958	4.39762	0.16214	lidar	1.21898	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.3752	7.87622	5.04685	4.41813	0.180097	radar	5.49074	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.49967	7.62092	5.1385	4.40167	0.142329	lidar	0.669111	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.66986	7.38153	5.1029	4.34848	0.0337523	radar	4.7201	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.77754	7.12678	5.15651	4.34276	0.0220859	lidar	0.257724	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.82628	6.89624	5.17041	4.37646	0.0876864	radar	2.0155	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.84644	6.70387	4.97803	4.40884	0.129828	lidar	2.31426	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.88474	6.49675	4.74857	4.41939	0.117382	radar	2.98776	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.9406	6.26544	4.74007	4.43173	0.126148	lidar	0.149652	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.07381	6.00751	4.94155	4.40961	0.091609	radar	4.1977	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.17238	5.72219	5.07611	4.40429	0.0741403	lidar	2.05516	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.28603	5.47179	5.04485	4.3754	0.00364795	radar	1.99688	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.3946	5.20357	5.14594	4.36488	-0.0129229	lidar	0.661705	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.45679	4.95856	5.17136	4.38698	0.0353582	radar	0.412796	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.59094	4.66243	5.36685	4.36806	0.00580144	lidar	1.91088	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.70158	4.40491	5.34265	4.34433	-0.0535001	radar	1.73974	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.85192	4.11835	5.52052	4.32115	-0.0798627	lidar	1.71571	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.91844	3.88485	5.45404	4.34894	-0.00633278	radar	1.80366	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.98015	3.66623	5.30518	4.35864	0.00474515	lidar	1.05854	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.06533	3.47905	5.10725	4.34436	-0.0345317	radar	3.99203	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.15708	3.23614	5.11959	4.34311	-0.0340404	lidar	0.0170886	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.27589	2.97343	5.21169	4.32566	-0.0697842	radar	0.598568	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.37371	2.6897	5.32336	4.32741	-0.0632055	lidar	1.23498	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.45577	2.44358	5.29752	4.33956	-0.0269367	radar	0.312142	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.56615	2.16838	5.39822	4.33789	-0.0247465	lidar	0.480489	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.67004	1.94467	5.34095	4.30692	-0.110581	radar	3.75552	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.79482	1.65486	5.49492	4.30347	-0.102277	lidar	1.18709	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.91501	1.40395	5.51893	4.28886	-0.125017	radar	0.167856	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.9689	1.19256	5.32351	4.29053	-0.12796	lidar	5.38164	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.05643	0.996439	5.14036	4.28779	-0.114588	radar	1.18046	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.11365	0.780866	5.02608	4.29055	-0.113286	lidar	3.65539	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21516	0.459372	5.30408	4.3035	-0.0886363	radar	5.66324	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.28939	0.226661	5.23826	4.30477	-0.0865769	lidar	1.51257	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.39208	0.00395131	5.0979	4.31518	-0.0316904	radar	6.50525	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.46063	-0.228046	5.05976	4.32091	-0.0261738	lidar	1.37231	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.57885	-0.386576	4.93681	4.28121	-0.103043	radar	3.11179	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.71189	-0.558665	4.83537	4.25046	-0.142174	lidar	1.91132	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.828	-0.798134	5.06294	4.22684	-0.199663	radar	5.30034	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.92871	-1.09366	5.22005	4.24683	-0.149217	lidar	2.06926	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.01708	-1.37931	5.30414	4.26905	-0.0991066	radar	2.96663	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.15775	-1.58284	5.24279	4.2422	-0.132652	lidar	1.08437	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.29985	-1.8314	5.47735	4.21357	-0.193984	radar	2.5961	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.41185	-2.09447	5.5143	4.2185	-0.171607	lidar	0.410606	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.56088	-2.2859	5.32663	4.19249	-0.187425	radar	3.59137	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.71433	-2.49072	5.28611	4.16586	-0.213726	lidar	0.491906	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.86993	-2.69892	5.26265	4.14209	-0.233121	radar	1.04632	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.96188	-2.98637	5.35883	4.17332	-0.167256	lidar	2.43515	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.0894	-3.2071	5.248	4.1709	-0.149549	radar	0.392916	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.21555	-3.38837	5.15297	4.14919	-0.175476	lidar	1.35441	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.36025	-3.64656	5.2349	4.15416	-0.15023	radar	4.50534	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.52397	-3.75535	5.03642	4.09208	-0.238734	lidar	4.45135	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.67024	-3.9625	5.09745	4.07815	-0.2462	radar	0.451603	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.82273	-4.20228	5.16303	4.07937	-0.223373	lidar	0.706583	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.97373	-4.42175	5.16252	4.07448	-0.211617	radar	0.461003	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.13318	-4.67229	5.24548	4.07968	-0.184936	lidar	1.34662	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.27177	-4.86903	5.01715	4.07946	-0.158738	radar	1.94787	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.39864	-5.08907	5.02882	4.08706	-0.136002	lidar	0.261567	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.54972	-5.23964	4.85487	4.05995	-0.162488	radar	2.83028	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.73573	-5.43878	4.90376	4.03931	-0.178292	lidar	2.03582	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.89759	-5.63374	4.93869	4.0274	-0.183118	radar	0.298602	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.05098	-5.81973	4.92832	4.01696	-0.185339	lidar	0.0312991	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.19373	-5.96147	4.75815	3.9955	-0.201822	radar	4.88702	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.37045	-6.04707	4.6318	3.93605	-0.276196	lidar	3.26032	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.55088	-6.22932	4.75021	3.92125	-0.278378	radar	1.37204	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.68251	-6.45498	4.79484	3.94862	-0.218433	lidar	0.997952	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.91342	-6.61097	4.99131	3.9002	-0.276171	radar	6.98882	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1185	-6.78525	5.02456	3.87808	-0.286899	lidar	0.728662	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3072	-6.94256	5.05	3.85684	-0.297976	radar	0.677132	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5392	-7.13792	5.14302	3.83984	-0.29839	lidar	3.86985	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7501	-7.27057	5.11393	3.80412	-0.328566	radar	1.58594	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9992	-7.44347	5.19773	3.7773	-0.341178	lidar	3.48045	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1887	-7.57531	5.04388	3.75643	-0.347147	radar	1.38371	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3274	-7.74011	4.97283	3.7724	-0.301472	lidar	3.24478	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5246	-7.86094	4.92093	3.74611	-0.317867	radar	1.59913	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.6989	-7.96489	4.84262	3.72272	-0.329775	lidar	2.66481	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8912	-8.07267	4.67743	3.69639	-0.344723	radar	0.859684	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1012	-8.16117	4.66058	3.65812	-0.374511	lidar	0.346934	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3371	-8.2892	4.97631	3.63866	-0.371097	radar	2.85906	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5402	-8.37454	4.92306	3.60846	-0.388005	lidar	1.4386	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7454	-8.45438	4.72878	3.57454	-0.412352	radar	1.33978	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0272	-8.54669	4.83553	3.52886	-0.446673	lidar	4.30008	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2867	-8.64153	5.01055	3.501	-0.449997	radar	2.63072	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.5055	-8.6941	4.96205	3.46451	-0.46974	lidar	1.5437	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7201	-8.72786	4.72895	3.41576	-0.51363	radar	3.02165	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9361	-8.8524	4.73871	3.42574	-0.464261	lidar	1.38399	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.2016	-8.93739	5.0453	3.41215	-0.439597	radar	2.75998	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4196	-9.06741	5.02483	3.43052	-0.383951	lidar	0.972113	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6468	-9.13869	4.91911	3.41147	-0.387693	radar	0.435119	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9429	-9.12936	5.00475	3.33724	-0.463693	lidar	1.55385	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.2075	-9.19887	5.05025	3.32107	-0.454417	radar	4.45271	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4678	-9.3303	5.09276	3.34231	-0.395173	lidar	5.31281	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.7059	-9.36184	4.89352	3.30607	-0.429381	radar	1.77131	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9564	-9.45356	4.92041	3.31064	-0.394527	lidar	2.07041	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.2069	-9.46473	4.87032	3.26965	-0.42839	radar	1.9264	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.456	-9.45481	4.88266	3.22467	-0.460447	lidar	0.506362	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6656	-9.46445	4.78601	3.20006	-0.46428	radar	4.86188	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9558	-9.43877	4.89119	3.14642	-0.506976	lidar	1.48239	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2085	-9.50391	5.01118	3.16396	-0.437104	radar	8.04484	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4704	-9.52255	5.03356	3.14758	-0.430388	lidar	0.439281	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7291	-9.51203	4.97718	3.11304	-0.456299	radar	1.56348	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9849	-9.47614	5.00058	3.07389	-0.47837	lidar	0.194992	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2278	-9.44156	4.92945	3.03561	-0.505604	radar	0.444035	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4091	-9.50517	4.76352	3.06574	-0.429233	lidar	2.06504	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6444	-9.4989	4.86277	3.05941	-0.39648	radar	1.88409	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.8969	-9.48452	4.88235	3.04183	-0.394114	lidar	0.226052	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1259	-9.45037	4.91442	3.02267	-0.385668	radar	3.95869	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3871	-9.31207	5.00538	2.94318	-0.466526	lidar	3.33478	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6215	-9.23558	4.91408	2.89666	-0.510858	radar	1.06766	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8831	-9.09752	5.01609	2.82828	-0.568376	lidar	1.24659	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1289	-8.9877	5.08584	2.78609	-0.581289	radar	4.92243	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2579	-9.17362	4.61479	2.90044	-0.390632	lidar	14.008	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.4958	-9.13978	4.69398	2.89805	-0.359806	radar	1.56826	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7258	-9.0277	4.74672	2.85125	-0.397738	lidar	1.02324	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9708	-8.94775	4.7688	2.82239	-0.415208	radar	2.5056	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1631	-8.88084	4.69403	2.80583	-0.407331	lidar	1.15808	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.3973	-8.79763	4.6914	2.77869	-0.423527	radar	1.88502	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.5794	-8.78227	4.55031	2.79247	-0.37501	lidar	1.01397	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7655	-8.65771	4.37926	2.73028	-0.45836	radar	5.81303	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9681	-8.56899	4.38521	2.70704	-0.458982	lidar	0.0070534	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.179	-8.46958	4.51955	2.69438	-0.426166	radar	2.5151	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4224	-8.34764	4.62638	2.66299	-0.442216	lidar	1.44343	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6107	-8.2426	4.55644	2.63529	-0.456278	radar	0.74232	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8806	-7.94608	4.93403	2.52294	-0.576721	lidar	6.41732	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0761	-7.79165	4.85028	2.46866	-0.639107	radar	2.7309	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.3102	-7.59588	5.00257	2.42106	-0.661203	lidar	1.6825	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.5162	-7.45196	5.10769	2.42631	-0.57219	radar	2.34385	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6719	-7.32564	4.97052	2.41006	-0.555394	lidar	1.09546	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8701	-7.15408	5.04404	2.39037	-0.532263	radar	0.891439	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.0127	-7.09772	4.7629	2.40403	-0.480708	lidar	2.42157	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1842	-6.91388	4.77149	2.3644	-0.509023	radar	1.92927	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
